"user_sn","sn","game_grade","game_semester","unit_id","answer_problem_num","is_correct","game_time","last_modified","unit_name"
"82762","6709","1","1","1","111011014_022","1","10897","1715831200041","10以內的數"
"42229","6710","2","2","1","122012023_016","0","15929","1715831200035","1000以內的數"
"4561","6711","3","1","3","131033018_008","0","9037","1715831198966","四位數的加減"
"106132","6712","1","1","5","111052033_005","0","26435","1715831197733","10以內的加減"
"183190","6713","1","1","6","111062003_003","0","25290","1715831197132","認識形狀"
"75997","6714","3","1","4","131042006_024","1","3565","1715831196825","認識圓和角"
"209884","6715","1","1","1","111011003_008","1","3415","1715831196681","10以內的數"
"270670","6716","1","1","1","111011011_012","1","9400","1715831193042","10以內的數"
"209884","6717","1","1","1","111011003_019","1","4892","1715831192513","10以內的數"
"75997","6718","3","1","4","131042009_001","1","4034","1715831191792","認識圓和角"
"4561","6719","3","1","3","131032068_038","1","9827","1715831189117","四位數的加減"
"82762","6720","1","1","1","111011006_038","1","9875","1715831187546","10以內的數"
"2697","6721","4","2","5","142052011_029","0","58716","1715831187230","體積：立方公分"
"209884","6722","1","1","1","111012003_016","1","8578","1715831186582","10以內的數"
"270670","6723","1","1","1","111011020_020","1","6299","1715831182840","10以內的數"
"42229","6724","2","2","1","122012067_002","1","9191","1715831182355","1000以內的數"
"189454","6725","1","1","6","111061006_023","1","8217","1715831182121","認識形狀"
"6802","6726","1","1","6","111062007_036","1","20690","1715831181095","認識形狀"
"75997","6727","3","1","4","131042011_025","1","2751","1715831177370","認識圓和角"
"209884","6728","1","1","1","111011020_010","1","8153","1715831177056","10以內的數"
"4561","6729","1","1","6","111061006_007","1","3511","1715831175677","認識形狀"
"270670","6730","1","1","1","111011020_034","1","7251","1715831175631","10以內的數"
"82762","6731","1","1","1","111012004_011","0","18922","1715831175006","10以內的數"
"75997","6732","3","1","4","131042017_005","1","6994","1715831173304","認識圓和角"
"175582","6733","1","1","2","111021002_024","0","61089","1715831172984","比較物品的長短"
"189454","6734","1","1","6","111061005_026","1","5138","1715831172480","認識形狀"
"4561","6735","1","1","6","111062005_006","1","10861","1715831171357","認識形狀"
"80380","6736","4","1","3","141032025_023","0","28456","1715831171121","乘法"
"42229","6737","2","2","1","122011027_024","1","18279","1715831170529","1000以內的數"
"183190","6738","1","1","6","111062006_020","1","9250","1715831170412","認識形狀"
"106132","6739","1","1","5","111052011_018","1","40528","1715831169996","10以內的加減"
"209884","6740","1","1","1","111011015_019","1","4339","1715831168257","10以內的數"
"270670","6741","1","1","1","111011016_030","1","4960","1715831167072","10以內的數"
"189454","6742","1","1","6","111062001_029","1","6880","1715831165656","認識形狀"
"75997","6743","3","1","4","131041003_015","1","3025","1715831163128","認識圓和角"
"209884","6744","1","1","1","111011005_010","1","4801","1715831162776","10以內的數"
"270670","6745","1","1","1","111011003_032","1","5560","1715831161204","10以內的數"
"183190","6746","1","1","6","111062001_003","1","10773","1715831160339","認識形狀"
"75997","6747","3","1","4","131042019_005","1","3024","1715831159167","認識圓和角"
"6802","6748","1","1","6","111061006_037","1","5227","1715831159148","認識形狀"
"17422","6749","4","2","1","142013022_007","1","16264","1715831159019","認識大數"
"189454","6750","1","1","6","111062003_014","1","15026","1715831157752","認識形狀"
"75997","6751","3","1","4","131042009_026","1","3037","1715831155168","認識圓和角"
"270670","6752","1","1","1","111011016_012","0","9721","1715831154401","10以內的數"
"82762","6753","1","1","1","111011019_034","1","7244","1715831154098","10以內的數"
"6802","6754","1","1","6","111062004_037","1","5050","1715831153148","認識形狀"
"42229","6755","2","2","1","122012060_007","1","24593","1715831150955","1000以內的數"
"75997","6756","3","1","4","131042021_010","0","5144","1715831150936","認識圓和角"
"183190","6757","1","1","6","111062006_039","1","8993","1715831148948","認識形狀"
"209884","6758","1","1","1","111011019_019","1","9185","1715831147552","10以內的數"
"6802","6759","1","1","6","111061006_038","1","8817","1715831146783","認識形狀"
"82762","6760","1","1","1","111011003_019","1","13087","1715831145627","10以內的數"
"75997","6761","3","1","4","131042016_017","1","2694","1715831144769","認識圓和角"
"270670","6762","1","1","1","111012005_005","1","10350","1715831143832","10以內的數"
"189454","6763","1","1","6","111062005_017","1","8529","1715831141633","認識形狀"
"17422","6764","4","2","1","142013025_013","1","50993","1715831141210","認識大數"
"80380","6765","4","1","3","141032057_040","1","52817","1715831141201","乘法"
"75997","6766","3","1","4","131042010_037","1","6348","1715831141144","認識圓和角"
"4561","6767","3","1","3","131033004_021","1","50639","1715831139470","四位數的加減"
"183190","6768","1","1","6","111061003_039","1","5962","1715831139020","認識形狀"
"209884","6769","1","1","1","111012004_010","0","5940","1715831137561","10以內的數"
"6802","6770","1","1","6","111062003_007","1","22180","1715831137022","認識形狀"
"75997","6771","3","1","4","131042020_002","0","3135","1715831133608","認識圓和角"
"270670","6772","1","1","1","111012003_007","0","6852","1715831132640","10以內的數"
"183190","6773","1","1","6","111061002_010","1","50628","1715831132203","認識形狀"
"189454","6774","1","1","6","111062006_021","1","14257","1715831131849","認識形狀"
"82762","6775","1","1","1","111012003_031","0","8750","1715831131033","10以內的數"
"209884","6776","1","1","1","111011011_035","1","5626","1715831130439","10以內的數"
"75997","6777","3","1","4","131042021_018","0","2737","1715831129391","認識圓和角"
"106132","6778","1","1","5","111052033_020","1","14921","1715831128148","10以內的加減"
"2697","6779","4","2","5","142052002_016","1","40389","1715831126477","體積：立方公分"
"270670","6780","1","1","1","111012003_015","0","6368","1715831124799","10以內的數"
"42229","6781","2","2","1","122012003_030","0","8451","1715831124147","1000以內的數"
"209884","6782","1","1","1","111011018_032","1","17610","1715831123032","10以內的數"
"82762","6783","1","1","1","111011013_038","1","9740","1715831119873","10以內的數"
"75997","6784","3","1","4","131042012_039","1","3070","1715831119573","認識圓和角"
"270670","6785","1","1","1","111011015_008","1","5387","1715831116888","10以內的數"
"189454","6786","1","1","6","111062005_011","1","11242","1715831116458","認識形狀"
"75997","6787","3","1","4","131042017_011","1","3546","1715831115087","認識圓和角"
"42229","6788","2","2","1","122011016_036","1","145159","1715831114109","1000以內的數"
"6802","6789","1","1","6","111061001_018","1","9831","1715831113932","認識形狀"
"106132","6790","1","1","5","111051016_022","1","22097","1715831111844","10以內的加減"
"175582","6791","1","1","2","111023001_004","0","634","1715831110759","比較物品的長短"
"270670","6792","1","1","1","111011017_032","1","9249","1715831110398","10以內的數"
"75997","6793","3","1","4","131042003_011","1","5298","1715831110347","認識圓和角"
"175582","6794","1","1","2","111022001_009","0","22853","1715831109175","比較物品的長短"
"82762","6795","1","1","1","111011014_009","1","5802","1715831107425","10以內的數"
"189454","6796","1","1","6","111061005_004","1","4451","1715831104216","認識形狀"
"75997","6797","3","1","4","131042003_032","1","9609","1715831103856","認識圓和角"
"270670","6798","1","1","1","111011003_019","1","5067","1715831101189","10以內的數"
"270670","6799","1","1","1","111011003_019","1","6259","1715831100217","10以內的數"
"82762","6800","1","1","1","111011001_009","1","5580","1715831099810","10以內的數"
"189454","6801","1","1","6","111061005_030","1","7976","1715831097824","認識形狀"
"6802","6802","3","1","9","131092009_020","1","9405","1715831096120","時間：年月日時分秒運算"
"209884","6803","1","1","1","111011009_040","1","4225","1715831094713","10以內的數"
"82762","6804","1","1","1","111011004_019","1","7578","1715831092936","10以內的數"
"270670","6805","1","1","1","111011017_035","1","9514","1715831092912","10以內的數"
"209884","6806","1","1","1","111012004_040","0","6343","1715831089384","10以內的數"
"17422","6807","4","2","1","142014006_038","1","101021","1715831089092","認識大數"
"106132","6808","1","1","5","111052020_006","1","54810","1715831089021","10以內的加減"
"4561","6809","3","1","3","131032164_015","0","104399","1715831087959","四位數的加減"
"189454","6810","1","1","6","111061001_033","1","11588","1715831087768","認識形狀"
"80380","6811","4","1","3","141032018_027","1","887","1715831087378","乘法"
"175582","6812","1","1","2","111022002_020","0","706","1715831085807","比較物品的長短"
"6802","6813","3","1","9","131092033_029","0","856","1715831085731","時間：年月日時分秒運算"
"80380","6814","4","1","3","141032076_020","0","1142","1715831085704","乘法"
"175582","6815","1","1","2","111022002_032","1","1028","1715831084585","比較物品的長短"
"2697","6816","4","2","5","142053004_004","0","27067","1715831084533","體積：立方公分"
"6802","6817","3","1","9","131092022_003","0","1777","1715831083925","時間：年月日時分秒運算"
"82762","6818","1","1","1","111011002_024","1","5675","1715831083721","10以內的數"
"80380","6819","4","1","3","141032036_037","0","19089","1715831083617","乘法"
"175582","6820","1","1","2","111022002_033","1","525","1715831083047","比較物品的長短"
"270670","6821","1","1","1","111011003_010","1","3945","1715831082407","10以內的數"
"175582","6822","1","1","2","111023001_027","0","708","1715831081983","比較物品的長短"
"75997","6823","3","1","4","131042002_021","1","4463","1715831081874","認識圓和角"
"209884","6824","1","1","1","111011011_010","1","5603","1715831081864","10以內的數"
"6802","6825","3","1","9","131093021_002","0","737","1715831081524","時間：年月日時分秒運算"
"175582","6826","1","1","2","111023001_024","0","556","1715831080727","比較物品的長短"
"183190","6827","1","1","6","111061006_038","1","6420","1715831080404","認識形狀"
"6802","6828","3","1","9","131093005_015","0","786","1715831080132","時間：年月日時分秒運算"
"175582","6829","1","1","2","111022001_022","0","2073","1715831079567","比較物品的長短"
"6802","6830","3","1","9","131091018_010","1","673","1715831078652","時間：年月日時分秒運算"
"270670","6831","1","1","1","111011012_006","1","4966","1715831077735","10以內的數"
"6802","6832","3","1","9","131092035_028","0","551","1715831077398","時間：年月日時分秒運算"
"175582","6833","1","1","2","111021001_038","0","765","1715831077063","比較物品的長短"
"6802","6834","3","1","9","131093012_005","0","744","1715831076123","時間：年月日時分秒運算"
"82762","6835","1","1","1","111011017_011","1","20274","1715831076097","10以內的數"
"175582","6836","1","1","2","111022002_021","1","435","1715831074910","比較物品的長短"
"189454","6837","1","1","6","111061003_006","1","12089","1715831074872","認識形狀"
"209884","6838","1","1","1","111012004_009","0","7998","1715831074659","10以內的數"
"6802","6839","3","1","9","131093019_023","0","814","1715831074205","時間：年月日時分秒運算"
"175582","6840","1","1","2","111021002_031","0","681","1715831074023","比較物品的長短"
"75997","6841","3","1","4","131042002_040","1","10005","1715831073921","認識圓和角"
"183190","6842","1","1","6","111062002_001","1","19761","1715831073043","認識形狀"
"175582","6843","1","1","2","111021002_006","1","396","1715831072569","比較物品的長短"
"6802","6844","3","1","9","131092025_028","1","1340","1715831072477","時間：年月日時分秒運算"
"6802","6845","3","1","9","131092025_028","1","1501","1715831072342","時間：年月日時分秒運算"
"270670","6846","1","1","1","111011008_013","1","3660","1715831072025","10以內的數"
"175582","6847","1","1","2","111022002_012","0","377","1715831071559","比較物品的長短"
"175582","6848","1","1","2","111021001_032","0","384","1715831070768","比較物品的長短"
"6802","6849","3","1","9","131092001_011","0","489","1715831070189","時間：年月日時分秒運算"
"175582","6850","1","1","2","111021001_005","0","317","1715831069928","比較物品的長短"
"175582","6851","1","1","2","111021001_029","0","411","1715831069036","比較物品的長短"
"6802","6852","3","1","9","131093004_001","0","445","1715831068780","時間：年月日時分秒運算"
"175582","6853","1","1","2","111022001_033","1","442","1715831067851","比較物品的長短"
"6802","6854","3","1","9","131092022_039","0","578","1715831067652","時間：年月日時分秒運算"
"270670","6855","1","1","1","111011008_001","1","5622","1715831067600","10以內的數"
"175582","6856","1","1","2","111021001_022","0","958","1715831066751","比較物品的長短"
"6802","6857","3","1","9","131092041_012","0","911","1715831066388","時間：年月日時分秒運算"
"209884","6858","1","1","1","111011009_032","1","3650","1715831065602","10以內的數"
"175582","6859","1","1","2","111021003_021","0","400","1715831065301","比較物品的長短"
"6802","6860","3","1","9","131093035_020","1","739","1715831064492","時間：年月日時分秒運算"
"175582","6861","1","1","2","111023001_025","0","483","1715831064369","比較物品的長短"
"80380","6862","4","1","3","141033028_033","0","841","1715831063825","乘法"
"175582","6863","1","1","2","111023001_015","0","592","1715831063400","比較物品的長短"
"75997","6864","3","1","4","131042010_029","1","14921","1715831062724","認識圓和角"
"6802","6865","3","1","9","131092032_038","0","1301","1715831062515","時間：年月日時分秒運算"
"175582","6866","1","1","2","111021001_022","0","1136","1715831062241","比較物品的長短"
"80380","6867","4","1","3","141031006_017","0","1286","1715831062128","乘法"
"270670","6868","1","1","1","111011008_028","1","3954","1715831061176","10以內的數"
"209884","6869","1","1","1","111011008_035","1","12528","1715831061082","10以內的數"
"175582","6870","1","1","2","111021002_014","0","466","1715831060384","比較物品的長短"
"6802","6871","3","1","9","131092002_006","0","1058","1715831060188","時間：年月日時分秒運算"
"80380","6872","4","1","3","141031008_008","0","878","1715831060130","乘法"
"175582","6873","1","1","2","111021002_032","0","748","1715831059169","比較物品的長短"
"80380","6874","4","1","3","141033004_002","0","572","1715831058529","乘法"
"6802","6875","3","1","9","131092050_027","1","1301","1715831058436","時間：年月日時分秒運算"
"175582","6876","1","1","2","111021001_001","0","544","1715831057800","比較物品的長短"
"80380","6877","4","1","3","141031009_023","0","720","1715831057176","乘法"
"6802","6878","3","1","9","131093024_001","0","3949","1715831056508","時間：年月日時分秒運算"
"2697","6879","4","2","5","142051003_013","0","82129","1715831055854","體積：立方公分"
"175582","6880","1","1","2","111023001_040","0","514","1715831055760","比較物品的長短"
"80380","6881","4","1","3","141032069_032","0","682","1715831055735","乘法"
"270670","6882","1","1","1","111011008_005","1","6588","1715831054976","10以內的數"
"175582","6883","1","1","2","111021003_039","0","364","1715831054720","比較物品的長短"
"82762","6884","1","1","1","111011008_020","1","7420","1715831054556","10以內的數"
"80380","6885","4","1","3","141032036_028","0","593","1715831054315","乘法"
"175582","6886","1","1","2","111023001_036","0","473","1715831053850","比較物品的長短"
"175582","6887","1","1","2","111022001_001","1","409","1715831052647","比較物品的長短"
"80380","6888","4","1","3","141032037_022","0","865","1715831052496","乘法"
"183190","6889","1","1","6","111061005_030","1","6889","1715831051718","認識形狀"
"6802","6890","3","1","9","131092040_011","0","1711","1715831051652","時間：年月日時分秒運算"
"175582","6891","1","1","2","111021001_004","0","423","1715831051503","比較物品的長短"
"80380","6892","4","1","3","141032090_024","0","1035","1715831050770","乘法"
"175582","6893","1","1","2","111021001_001","0","616","1715831050472","比較物品的長短"
"175582","6894","1","1","2","111023001_012","1","1210","1715831049376","比較物品的長短"
"6802","6895","3","1","9","131092038_037","0","2015","1715831048900","時間：年月日時分秒運算"
"80380","6896","4","1","3","141032063_038","0","962","1715831048634","乘法"
"175582","6897","1","1","2","111022002_037","0","550","1715831047640","比較物品的長短"
"209884","6898","1","1","1","111011004_017","1","4444","1715831047392","10以內的數"
"270670","6899","1","1","1","111011007_021","1","6939","1715831046862","10以內的數"
"80380","6900","4","1","3","141032079_023","0","14267","1715831046704","乘法"
"175582","6901","1","1","2","111021002_038","0","687","1715831046576","比較物品的長短"
"75997","6902","3","1","4","131042017_002","1","5813","1715831046536","認識圓和角"
"82762","6903","1","1","1","111011004_037","1","10465","1715831045899","10以內的數"
"6802","6904","3","1","9","131092065_005","0","1665","1715831045664","時間：年月日時分秒運算"
"175582","6905","1","1","2","111021001_015","0","615","1715831045225","比較物品的長短"
"175582","6906","1","1","2","111022002_036","1","1525","1715831044008","比較物品的長短"
"183190","6907","1","1","6","111061006_024","1","6808","1715831043978","認識形狀"
"209884","6908","1","1","1","111011020_023","1","4632","1715831042168","10以內的數"
"6802","6909","3","1","9","131092015_006","0","5553","1715831041983","時間：年月日時分秒運算"
"175582","6910","1","1","2","111022001_019","1","2323","1715831041352","比較物品的長短"
"75997","6911","3","1","4","131042015_002","1","7361","1715831039719","認識圓和角"
"175582","6912","1","1","2","111021002_006","1","1072","1715831037215","比較物品的長短"
"209884","6913","1","1","1","111012002_015","1","5304","1715831036383","10以內的數"
"175582","6914","1","1","2","111023001_004","0","855","1715831035415","比較物品的長短"
"183190","6915","1","1","6","111062001_039","1","11872","1715831035401","認識形狀"
"82762","6916","1","1","1","111011012_002","1","5800","1715831033778","10以內的數"
"6802","6917","3","1","9","131092017_033","0","78905","1715831033556","時間：年月日時分秒運算"
"106132","6918","1","1","5","111052003_026","1","10578","1715831033524","10以內的加減"
"175582","6919","1","1","2","111022002_034","0","1552","1715831032152","比較物品的長短"
"75997","6920","3","1","4","131041001_033","1","10834","1715831031160","認識圓和角"
"80380","6921","4","1","3","141032085_027","0","25004","1715831031097","乘法"
"209884","6922","1","1","1","111012002_004","1","4987","1715831030033","10以內的數"
"175582","6923","1","1","2","111022002_037","0","478","1715831029711","比較物品的長短"
"270670","6924","1","1","1","111011013_015","1","28045","1715831029368","10以內的數"
"175582","6925","1","1","2","111021001_010","0","718","1715831028570","比較物品的長短"
"175582","6926","1","1","2","111022001_029","0","1023","1715831027337","比較物品的長短"
"82762","6927","1","1","1","111011011_001","1","14976","1715831026729","10以內的數"
"175582","6928","1","1","2","111021002_021","1","893","1715831025679","比較物品的長短"
"209884","6929","1","1","1","111011002_039","1","12081","1715831024168","10以內的數"
"175582","6930","1","1","2","111022001_032","0","1714","1715831023997","比較物品的長短"
"183190","6931","1","1","6","111062004_035","1","15711","1715831021938","認識形狀"
"189454","6932","1","1","2","111022001_038","1","98848","1715831021870","比較物品的長短"
"106132","6933","1","1","5","111051024_034","1","16928","1715831021772","10以內的加減"
"175582","6934","1","1","2","111023001_024","0","4036","1715831020840","比較物品的長短"
"75997","6935","3","1","4","131042004_005","1","2161","1715831019368","認識圓和角"
"75997","6936","3","1","4","131042004_030","1","3555","1715831016107","認識圓和角"
"175582","6937","1","1","2","111022002_033","1","385","1715831012880","比較物品的長短"
"175582","6938","1","1","2","111022002_035","0","2131","1715831011954","比較物品的長短"
"75997","6939","3","1","4","131042001_021","1","2721","1715831011579","認識圓和角"
"209884","6940","1","1","1","111011012_021","1","6843","1715831011400","10以內的數"
"82762","6941","1","1","1","111011004_023","1","9424","1715831010412","10以內的數"
"175582","6942","1","1","2","111022001_034","0","616","1715831009044","比較物品的長短"
"175582","6943","1","1","2","111021003_015","0","737","1715831007780","比較物品的長短"
"75997","6944","3","1","4","131042008_035","1","4690","1715831006483","認識圓和角"
"175582","6945","1","1","2","111022002_022","1","1187","1715831005480","比較物品的長短"
"183190","6946","1","1","6","111061006_006","1","7003","1715831004524","認識形狀"
"106132","6947","1","1","5","111051005_002","0","10488","1715831004084","10以內的加減"
"80380","6948","4","1","3","141033027_034","1","125801","1715831003867","乘法"
"209884","6949","1","1","1","111011005_004","1","3346","1715831003793","10以內的數"
"175582","6950","1","1","2","111022001_030","0","724","1715831002672","比較物品的長短"
"175582","6951","1","1","2","111021001_004","0","474","1715831001256","比較物品的長短"
"270670","6952","1","1","1","111011019_010","1","6462","1715831000608","10以內的數"
"75997","6953","3","1","4","131042003_022","1","3888","1715831000308","認識圓和角"
"175582","6954","1","1","2","111022002_040","0","481","1715830999815","比較物品的長短"
"82762","6955","1","1","1","111011014_012","1","6212","1715830999746","10以內的數"
"209884","6956","1","1","1","111012001_027","1","8825","1715830999609","10以內的數"
"175582","6957","1","1","2","111023001_017","0","754","1715830998680","比較物品的長短"
"175582","6958","1","1","2","111021002_017","0","574","1715830997320","比較物品的長短"
"175582","6959","1","1","2","111021003_014","0","1317","1715830996136","比較物品的長短"
"183190","6960","1","1","6","111061004_037","1","6085","1715830994642","認識形狀"
"175582","6961","1","1","2","111022001_018","0","439","1715830994368","比較物品的長短"
"75997","6962","3","1","4","131042017_012","1","5022","1715830994240","認識圓和角"
"270670","6963","1","1","1","111011007_036","1","3369","1715830993448","10以內的數"
"175582","6964","1","1","2","111023001_024","0","7224","1715830992879","比較物品的長短"
"106132","6965","1","1","5","111051004_007","1","8009","1715830992598","10以內的加減"
"82762","6966","1","1","1","111011010_023","1","18513","1715830992135","10以內的數"
"209884","6967","1","1","1","111012003_036","0","6913","1715830989594","10以內的數"
"270670","6968","1","1","1","111011007_020","1","4095","1715830989505","10以內的數"
"75997","6969","3","1","4","131041004_021","1","3397","1715830988007","認識圓和角"
"175582","6970","1","1","2","111021001_009","0","396","1715830985038","比較物品的長短"
"270670","6971","1","1","1","111011018_026","1","5080","1715830984792","10以內的數"
"175582","6972","1","1","2","111023001_011","0","404","1715830984192","比較物品的長短"
"75997","6973","3","1","4","131042022_035","0","4048","1715830983565","認識圓和角"
"175582","6974","1","1","2","111022002_009","0","886","1715830983297","比較物品的長短"
"17422","6975","4","2","1","142012017_033","1","13844","1715830982867","認識大數"
"4561","6976","3","1","3","131032116_035","1","51296","1715830982303","四位數的加減"
"209884","6977","1","1","1","111011006_034","1","10688","1715830981858","10以內的數"
"175582","6978","1","1","2","111021002_028","1","786","1715830981840","比較物品的長短"
"106132","6979","1","1","5","111051025_040","0","30750","1715830981564","10以內的加減"
"175582","6980","1","1","2","111021003_006","0","426","1715830980433","比較物品的長短"
"175582","6981","1","1","2","111021002_008","1","734","1715830979529","比較物品的長短"
"270670","6982","1","1","1","111011018_003","1","5587","1715830978713","10以內的數"
"175582","6983","1","1","2","111021002_020","0","524","1715830978351","比較物品的長短"
"75997","6984","3","1","4","131042015_013","1","11150","1715830977545","認識圓和角"
"175582","6985","1","1","2","111023001_039","1","7544","1715830977031","比較物品的長短"
"183190","6986","1","1","6","111061004_037","0","7665","1715830974826","認識形狀"
"2697","6987","4","2","5","142052025_006","1","74446","1715830972482","體積：立方公分"
"270670","6988","1","1","1","111012002_013","1","6015","1715830972248","10以內的數"
"82762","6989","1","1","1","111011016_005","1","8344","1715830972170","10以內的數"
"209884","6990","1","1","1","111011009_008","1","8791","1715830969799","10以內的數"
"175582","6991","1","1","2","111021001_037","0","792","1715830968920","比較物品的長短"
"175582","6992","1","1","2","111021003_027","0","554","1715830967608","比較物品的長短"
"17422","6993","4","2","1","142013011_023","1","752630","1715830967414","認識大數"
"42229","6994","2","2","1","122011031_030","1","20274","1715830966649","1000以內的數"
"175582","6995","1","1","2","111021002_012","1","676","1715830966544","比較物品的長短"
"183190","6996","1","1","6","111061006_040","1","6986","1715830965820","認識形狀"
"270670","6997","1","1","1","111011013_001","1","10057","1715830965313","10以內的數"
"75997","6998","3","1","4","131042016_031","1","3301","1715830965185","認識圓和角"
"175582","6999","1","1","2","111022002_012","0","26504","1715830965023","比較物品的長短"
"82762","7000","1","1","1","111011001_018","1","17396","1715830962634","10以內的數"
"75997","7001","3","1","4","131042021_038","1","4606","1715830961035","認識圓和角"
