"user_sn","sn","section_id","start_timestamp","finish_timestamp","total_millisecond","last_modified","game_sn","progress_seq","is_correct","target_vocabulary","wrong_times","correct_times"
"312031","11810","9","2024-05-16 11:42","2024-05-16 11:44","82530","1715831042313","engWord_1192641_9_1715831042313","10","0","snake","1","0"
"312031","11811","9","2024-05-16 11:40","2024-05-16 11:42","96435","1715830952991","engWord_1192641_9_1715830952991","1","0","brown","1","0"
"312031","11812","9","2024-05-16 11:40","2024-05-16 11:42","96435","1715830952991","engWord_1192641_9_1715830952991","2","1","blue","0","1"
"312031","11813","9","2024-05-16 11:40","2024-05-16 11:42","96435","1715830952991","engWord_1192641_9_1715830952991","3","1","horse","0","1"
"312031","11814","9","2024-05-16 11:40","2024-05-16 11:42","96435","1715830952991","engWord_1192641_9_1715830952991","4","1","black","0","1"
"312031","11815","9","2024-05-16 11:40","2024-05-16 11:42","96435","1715830952991","engWord_1192641_9_1715830952991","5","0","white","1","0"
"312031","11816","9","2024-05-16 11:40","2024-05-16 11:42","96435","1715830952991","engWord_1192641_9_1715830952991","6","0","snake","1","0"
"312031","11817","9","2024-05-16 11:40","2024-05-16 11:42","96435","1715830952991","engWord_1192641_9_1715830952991","7","0","pink","1","0"
"312031","11818","9","2024-05-16 11:40","2024-05-16 11:42","96435","1715830952991","engWord_1192641_9_1715830952991","8","0","duck","1","0"
"312031","11819","9","2024-05-16 11:40","2024-05-16 11:42","96435","1715830952991","engWord_1192641_9_1715830952991","9","0","mouse","1","0"
"312031","11820","9","2024-05-16 11:40","2024-05-16 11:42","96435","1715830952991","engWord_1192641_9_1715830952991","10","0","yellow","1","0"
"162052","63211","7","2024-03-02 11:43","2024-03-02 11:44","34404","1709351032629","engWord_1016988_7_1709351032629","1","1","in","0","1"
"162052","63212","7","2024-03-02 11:43","2024-03-02 11:44","34404","1709351032629","engWord_1016988_7_1709351032629","2","1","come","0","1"
"162052","63213","7","2024-03-02 11:43","2024-03-02 11:44","34404","1709351032629","engWord_1016988_7_1709351032629","3","1","to","0","1"
"162052","63214","7","2024-03-02 11:43","2024-03-02 11:44","34404","1709351032629","engWord_1016988_7_1709351032629","4","1","take","0","1"
"162052","63215","7","2024-03-02 11:43","2024-03-02 11:44","34404","1709351032629","engWord_1016988_7_1709351032629","5","1","like","0","1"
"162052","63216","7","2024-03-02 11:43","2024-03-02 11:44","34404","1709351032629","engWord_1016988_7_1709351032629","6","1","get","0","1"
"162052","63217","7","2024-03-02 11:43","2024-03-02 11:44","34404","1709351032629","engWord_1016988_7_1709351032629","7","1","love","0","1"
"162052","63218","7","2024-03-02 11:43","2024-03-02 11:44","34404","1709351032629","engWord_1016988_7_1709351032629","8","1","with","0","1"
"162052","63219","7","2024-03-02 11:43","2024-03-02 11:44","34404","1709351032629","engWord_1016988_7_1709351032629","9","1","need","0","1"
"162052","63220","7","2024-03-02 11:43","2024-03-02 11:44","34404","1709351032629","engWord_1016988_7_1709351032629","10","1","make","0","1"
"162052","63221","7","2024-03-02 11:42","2024-03-02 11:43","36153","1709350973262","engWord_1016988_7_1709350973262","1","0","with","1","0"
"162052","63222","7","2024-03-02 11:42","2024-03-02 11:43","36153","1709350973262","engWord_1016988_7_1709350973262","2","1","like","0","1"
"162052","63223","7","2024-03-02 11:42","2024-03-02 11:43","36153","1709350973262","engWord_1016988_7_1709350973262","3","1","into","0","1"
"162052","63224","7","2024-03-02 11:42","2024-03-02 11:43","36153","1709350973262","engWord_1016988_7_1709350973262","4","1","around","0","1"
"162052","63225","7","2024-03-02 11:42","2024-03-02 11:43","36153","1709350973262","engWord_1016988_7_1709350973262","5","1","need","0","1"
"162052","63226","7","2024-03-02 11:42","2024-03-02 11:43","36153","1709350973262","engWord_1016988_7_1709350973262","6","1","take","0","1"
"162052","63227","7","2024-03-02 11:42","2024-03-02 11:43","36153","1709350973262","engWord_1016988_7_1709350973262","7","1","put","0","1"
"162052","63228","7","2024-03-02 11:42","2024-03-02 11:43","36153","1709350973262","engWord_1016988_7_1709350973262","8","1","between","0","1"
"162052","63229","7","2024-03-02 11:42","2024-03-02 11:43","36153","1709350973262","engWord_1016988_7_1709350973262","9","1","in","0","1"
"162052","63230","7","2024-03-02 11:42","2024-03-02 11:43","36153","1709350973262","engWord_1016988_7_1709350973262","10","1","go","0","1"
"104242","98251","3","2024-01-17 10:09","2024-01-17 10:10","73506","1705457427980","engWord_1143220_3_1705457427980","1","1","one","0","1"
"104242","98252","3","2024-01-17 10:09","2024-01-17 10:10","73506","1705457427980","engWord_1143220_3_1705457427980","2","0","eight","1","0"
"104242","98253","3","2024-01-17 10:09","2024-01-17 10:10","73506","1705457427980","engWord_1143220_3_1705457427980","3","0","when","1","0"
"104242","98254","3","2024-01-17 10:09","2024-01-17 10:10","73506","1705457427980","engWord_1143220_3_1705457427980","4","0","whether","1","0"
"104242","98255","3","2024-01-17 10:09","2024-01-17 10:10","73506","1705457427980","engWord_1143220_3_1705457427980","5","0","what","1","0"
"104242","98256","3","2024-01-17 10:09","2024-01-17 10:10","73506","1705457427980","engWord_1143220_3_1705457427980","6","1","two","0","1"
"104242","98257","3","2024-01-17 10:09","2024-01-17 10:10","73506","1705457427980","engWord_1143220_3_1705457427980","7","1","ten","0","1"
"104242","98258","3","2024-01-17 10:09","2024-01-17 10:10","73506","1705457427980","engWord_1143220_3_1705457427980","8","1","four","0","1"
"104242","98259","3","2024-01-17 10:09","2024-01-17 10:10","73506","1705457427980","engWord_1143220_3_1705457427980","9","0","which","1","0"
"104242","98260","3","2024-01-17 10:09","2024-01-17 10:10","73506","1705457427980","engWord_1143220_3_1705457427980","10","1","five","0","1"
"104242","98281","3","2024-01-17 10:07","2024-01-17 10:09","85681","1705457346363","engWord_1143220_3_1705457346363","1","1","one","0","1"
"104242","98282","3","2024-01-17 10:07","2024-01-17 10:09","85681","1705457346363","engWord_1143220_3_1705457346363","2","0","without","1","0"
"104242","98283","3","2024-01-17 10:07","2024-01-17 10:09","85681","1705457346363","engWord_1143220_3_1705457346363","3","0","when","1","0"
"104242","98284","3","2024-01-17 10:07","2024-01-17 10:09","85681","1705457346363","engWord_1143220_3_1705457346363","4","1","six","0","1"
"104242","98285","3","2024-01-17 10:07","2024-01-17 10:09","85681","1705457346363","engWord_1143220_3_1705457346363","5","1","what","0","1"
"104242","98286","3","2024-01-17 10:07","2024-01-17 10:09","85681","1705457346363","engWord_1143220_3_1705457346363","6","0","whether","1","0"
"104242","98287","3","2024-01-17 10:07","2024-01-17 10:09","85681","1705457346363","engWord_1143220_3_1705457346363","7","1","five","0","1"
"104242","98288","3","2024-01-17 10:07","2024-01-17 10:09","85681","1705457346363","engWord_1143220_3_1705457346363","8","1","why","0","1"
"104242","98289","3","2024-01-17 10:07","2024-01-17 10:09","85681","1705457346363","engWord_1143220_3_1705457346363","9","0","ten","1","0"
"104242","98290","3","2024-01-17 10:07","2024-01-17 10:09","85681","1705457346363","engWord_1143220_3_1705457346363","10","0","which","1","0"
"104242","98351","2","2024-01-17 10:07","2024-01-17 10:07","32297","1705457254952","engWord_1143220_2_1705457254952","1","1","coffee","0","1"
"104242","98352","2","2024-01-17 10:07","2024-01-17 10:07","32297","1705457254952","engWord_1143220_2_1705457254952","2","1","ant","0","1"
"104242","98353","2","2024-01-17 10:07","2024-01-17 10:07","32297","1705457254952","engWord_1143220_2_1705457254952","3","1","dog","0","1"
"104242","98354","2","2024-01-17 10:07","2024-01-17 10:07","32297","1705457254952","engWord_1143220_2_1705457254952","4","1","monkey","0","1"
"104242","98355","2","2024-01-17 10:07","2024-01-17 10:07","32297","1705457254952","engWord_1143220_2_1705457254952","5","1","ox","0","1"
"104242","98356","2","2024-01-17 10:07","2024-01-17 10:07","32297","1705457254952","engWord_1143220_2_1705457254952","6","1","goat","0","1"
"104242","98357","2","2024-01-17 10:07","2024-01-17 10:07","32297","1705457254952","engWord_1143220_2_1705457254952","7","1","cake","0","1"
"104242","98358","2","2024-01-17 10:07","2024-01-17 10:07","32297","1705457254952","engWord_1143220_2_1705457254952","8","1","ice","0","1"
"104242","98359","2","2024-01-17 10:07","2024-01-17 10:07","32297","1705457254952","engWord_1143220_2_1705457254952","9","1","rabbit","0","1"
"104242","98360","2","2024-01-17 10:07","2024-01-17 10:07","32297","1705457254952","engWord_1143220_2_1705457254952","10","1","lion","0","1"
"104242","98361","1","2024-01-17 10:05","2024-01-17 10:06","33247","1705457189504","engWord_1143220_1_1705457189504","1","1","those","0","1"
"104242","98362","1","2024-01-17 10:05","2024-01-17 10:06","33247","1705457189504","engWord_1143220_1_1705457189504","2","1","a","0","1"
"104242","98363","1","2024-01-17 10:05","2024-01-17 10:06","33247","1705457189504","engWord_1143220_1_1705457189504","3","1","it","0","1"
"104242","98364","1","2024-01-17 10:05","2024-01-17 10:06","33247","1705457189504","engWord_1143220_1_1705457189504","4","1","am","0","1"
"104242","98365","1","2024-01-17 10:05","2024-01-17 10:06","33247","1705457189504","engWord_1143220_1_1705457189504","5","1","you","0","1"
"104242","98366","1","2024-01-17 10:05","2024-01-17 10:06","33247","1705457189504","engWord_1143220_1_1705457189504","6","1","yes","0","1"
"104242","98367","1","2024-01-17 10:05","2024-01-17 10:06","33247","1705457189504","engWord_1143220_1_1705457189504","7","1","we","0","1"
"104242","98368","1","2024-01-17 10:05","2024-01-17 10:06","33247","1705457189504","engWord_1143220_1_1705457189504","8","1","the","0","1"
"104242","98369","1","2024-01-17 10:05","2024-01-17 10:06","33247","1705457189504","engWord_1143220_1_1705457189504","9","1","I","0","1"
"104242","98370","1","2024-01-17 10:05","2024-01-17 10:06","33247","1705457189504","engWord_1143220_1_1705457189504","10","1","she","0","1"
"108343","109071","12","2024-01-10 10:16","2024-01-10 10:17","27361","1704853033570","engWord_1148623_12_1704853033570","1","1","dry","0","1"
"108343","109072","12","2024-01-10 10:16","2024-01-10 10:17","27361","1704853033570","engWord_1148623_12_1704853033570","2","0","sorry","1","0"
"108343","109073","12","2024-01-10 10:16","2024-01-10 10:17","27361","1704853033570","engWord_1148623_12_1704853033570","3","0","a.m.","1","0"
"108343","109074","12","2024-01-10 10:16","2024-01-10 10:17","27361","1704853033570","engWord_1148623_12_1704853033570","4","0","date","1","0"
"108343","109075","12","2024-01-10 10:16","2024-01-10 10:17","27361","1704853033570","engWord_1148623_12_1704853033570","5","0","long","1","0"
"108343","109076","12","2024-01-10 10:16","2024-01-10 10:17","27361","1704853033570","engWord_1148623_12_1704853033570","6","1","low","0","1"
"108343","109077","12","2024-01-10 10:16","2024-01-10 10:17","27361","1704853033570","engWord_1148623_12_1704853033570","7","0","minute","1","0"
"108343","109078","12","2024-01-10 10:16","2024-01-10 10:17","27361","1704853033570","engWord_1148623_12_1704853033570","8","0","evening","1","0"
"108343","109079","12","2024-01-10 10:16","2024-01-10 10:17","27361","1704853033570","engWord_1148623_12_1704853033570","9","0","afternoon","1","0"
"108343","109080","12","2024-01-10 10:16","2024-01-10 10:17","27361","1704853033570","engWord_1148623_12_1704853033570","10","0","thin","1","0"
"108343","109081","12","2024-01-10 10:15","2024-01-10 10:16","77875","1704852999054","engWord_1148623_12_1704852999054","1","0","a.m.","1","0"
"108343","109082","12","2024-01-10 10:15","2024-01-10 10:16","77875","1704852999054","engWord_1148623_12_1704852999054","2","0","thin","1","0"
"108343","109083","12","2024-01-10 10:15","2024-01-10 10:16","77875","1704852999054","engWord_1148623_12_1704852999054","3","0","real","1","0"
"108343","109084","12","2024-01-10 10:15","2024-01-10 10:16","77875","1704852999054","engWord_1148623_12_1704852999054","4","0","sorry","1","0"
"108343","109085","12","2024-01-10 10:15","2024-01-10 10:16","77875","1704852999054","engWord_1148623_12_1704852999054","5","0","afternoon","1","0"
"108343","109086","12","2024-01-10 10:15","2024-01-10 10:16","77875","1704852999054","engWord_1148623_12_1704852999054","6","1","thick","0","1"
"108343","109087","12","2024-01-10 10:15","2024-01-10 10:16","77875","1704852999054","engWord_1148623_12_1704852999054","7","1","wet","0","1"
"108343","109088","12","2024-01-10 10:15","2024-01-10 10:16","77875","1704852999054","engWord_1148623_12_1704852999054","8","1","short","0","1"
"108343","109089","12","2024-01-10 10:15","2024-01-10 10:16","77875","1704852999054","engWord_1148623_12_1704852999054","9","1","hour","0","1"
"108343","109090","12","2024-01-10 10:15","2024-01-10 10:16","77875","1704852999054","engWord_1148623_12_1704852999054","10","0","low","1","0"
"108343","109091","11","2024-01-10 10:14","2024-01-10 10:15","64196","1704852909654","engWord_1148623_11_1704852909654","1","1","small","0","1"
"108343","109092","11","2024-01-10 10:14","2024-01-10 10:15","64196","1704852909654","engWord_1148623_11_1704852909654","2","1","bad","0","1"
"108343","109093","11","2024-01-10 10:14","2024-01-10 10:15","64196","1704852909654","engWord_1148623_11_1704852909654","3","1","good","0","1"
"108343","109094","11","2024-01-10 10:14","2024-01-10 10:15","64196","1704852909654","engWord_1148623_11_1704852909654","4","0","tooth","1","0"
"108343","109095","11","2024-01-10 10:14","2024-01-10 10:15","64196","1704852909654","engWord_1148623_11_1704852909654","5","0","finger","1","0"
"108343","109096","11","2024-01-10 10:14","2024-01-10 10:15","64196","1704852909654","engWord_1148623_11_1704852909654","6","1","large","0","1"
"108343","109097","11","2024-01-10 10:14","2024-01-10 10:15","64196","1704852909654","engWord_1148623_11_1704852909654","7","1","eye","0","1"
"108343","109098","11","2024-01-10 10:14","2024-01-10 10:15","64196","1704852909654","engWord_1148623_11_1704852909654","8","1","fat","0","1"
"108343","109099","11","2024-01-10 10:14","2024-01-10 10:15","64196","1704852909654","engWord_1148623_11_1704852909654","9","0","leg","1","0"
"108343","109100","11","2024-01-10 10:14","2024-01-10 10:15","64196","1704852909654","engWord_1148623_11_1704852909654","10","1","big","0","1"
"232372","109101","3","2024-01-10 10:14","2024-01-10 10:14","33224","1704852898201","engWord_1148625_3_1704852898201","1","0","without","1","0"
"232372","109102","3","2024-01-10 10:14","2024-01-10 10:14","33224","1704852898201","engWord_1148625_3_1704852898201","2","0","seven","1","0"
"232372","109103","3","2024-01-10 10:14","2024-01-10 10:14","33224","1704852898201","engWord_1148625_3_1704852898201","3","0","three","1","0"
"232372","109104","3","2024-01-10 10:14","2024-01-10 10:14","33224","1704852898201","engWord_1148625_3_1704852898201","4","0","whose","1","0"
"232372","109105","3","2024-01-10 10:14","2024-01-10 10:14","33224","1704852898201","engWord_1148625_3_1704852898201","5","0","which","1","0"
"232372","109106","3","2024-01-10 10:14","2024-01-10 10:14","33224","1704852898201","engWord_1148625_3_1704852898201","6","0","when","1","0"
"232372","109107","3","2024-01-10 10:14","2024-01-10 10:14","33224","1704852898201","engWord_1148625_3_1704852898201","7","0","nine","1","0"
"232372","109108","3","2024-01-10 10:14","2024-01-10 10:14","33224","1704852898201","engWord_1148625_3_1704852898201","8","0","how","1","0"
"232372","109109","3","2024-01-10 10:14","2024-01-10 10:14","33224","1704852898201","engWord_1148625_3_1704852898201","9","0","six","1","0"
"232372","109110","3","2024-01-10 10:14","2024-01-10 10:14","33224","1704852898201","engWord_1148625_3_1704852898201","10","0","what","1","0"
"108343","109111","10","2024-01-10 10:12","2024-01-10 10:13","55769","1704852830363","engWord_1148623_10_1704852830363","1","0","give","1","0"
"108343","109112","10","2024-01-10 10:12","2024-01-10 10:13","55769","1704852830363","engWord_1148623_10_1704852830363","2","1","find","0","1"
"108343","109113","10","2024-01-10 10:12","2024-01-10 10:13","55769","1704852830363","engWord_1148623_10_1704852830363","3","0","son","1","0"
"108343","109114","10","2024-01-10 10:12","2024-01-10 10:13","55769","1704852830363","engWord_1148623_10_1704852830363","4","0","aunt","1","0"
"108343","109115","10","2024-01-10 10:12","2024-01-10 10:13","55769","1704852830363","engWord_1148623_10_1704852830363","5","1","sir","0","1"
"108343","109116","10","2024-01-10 10:12","2024-01-10 10:13","55769","1704852830363","engWord_1148623_10_1704852830363","6","1","look","0","1"
"108343","109117","10","2024-01-10 10:12","2024-01-10 10:13","55769","1704852830363","engWord_1148623_10_1704852830363","7","0","kill","1","0"
"108343","109118","10","2024-01-10 10:12","2024-01-10 10:13","55769","1704852830363","engWord_1148623_10_1704852830363","8","1","parent","0","1"
"108343","109119","10","2024-01-10 10:12","2024-01-10 10:13","55769","1704852830363","engWord_1148623_10_1704852830363","9","1","keep","0","1"
"108343","109120","10","2024-01-10 10:12","2024-01-10 10:13","55769","1704852830363","engWord_1148623_10_1704852830363","10","0","child","1","0"
"232372","109121","3","2024-01-10 10:12","2024-01-10 10:13","26871","1704852785560","engWord_1148625_3_1704852785560","1","0","two","1","0"
"232372","109122","3","2024-01-10 10:12","2024-01-10 10:13","26871","1704852785560","engWord_1148625_3_1704852785560","2","0","ten","1","0"
"232372","109123","3","2024-01-10 10:12","2024-01-10 10:13","26871","1704852785560","engWord_1148625_3_1704852785560","3","0","whether","1","0"
"232372","109124","3","2024-01-10 10:12","2024-01-10 10:13","26871","1704852785560","engWord_1148625_3_1704852785560","4","0","how","1","0"
"232372","109125","3","2024-01-10 10:12","2024-01-10 10:13","26871","1704852785560","engWord_1148625_3_1704852785560","5","0","whose","1","0"
"232372","109126","3","2024-01-10 10:12","2024-01-10 10:13","26871","1704852785560","engWord_1148625_3_1704852785560","6","0","one","1","0"
"232372","109127","3","2024-01-10 10:12","2024-01-10 10:13","26871","1704852785560","engWord_1148625_3_1704852785560","7","0","nine","1","0"
"232372","109128","3","2024-01-10 10:12","2024-01-10 10:13","26871","1704852785560","engWord_1148625_3_1704852785560","8","0","without","1","0"
"232372","109129","3","2024-01-10 10:12","2024-01-10 10:13","26871","1704852785560","engWord_1148625_3_1704852785560","9","0","who","1","0"
"232372","109130","3","2024-01-10 10:12","2024-01-10 10:13","26871","1704852785560","engWord_1148625_3_1704852785560","10","0","what","1","0"
"108343","109131","9","2024-01-10 10:11","2024-01-10 10:12","72029","1704852756465","engWord_1148623_9_1704852756465","1","0","rat","1","0"
"108343","109132","9","2024-01-10 10:11","2024-01-10 10:12","72029","1704852756465","engWord_1148623_9_1704852756465","2","1","blue","0","1"
"108343","109133","9","2024-01-10 10:11","2024-01-10 10:12","72029","1704852756465","engWord_1148623_9_1704852756465","3","1","red","0","1"
"108343","109134","9","2024-01-10 10:11","2024-01-10 10:12","72029","1704852756465","engWord_1148623_9_1704852756465","4","1","elephant","0","1"
"108343","109135","9","2024-01-10 10:11","2024-01-10 10:12","72029","1704852756465","engWord_1148623_9_1704852756465","5","0","snake","1","0"
"108343","109136","9","2024-01-10 10:11","2024-01-10 10:12","72029","1704852756465","engWord_1148623_9_1704852756465","6","0","white","1","0"
"108343","109137","9","2024-01-10 10:11","2024-01-10 10:12","72029","1704852756465","engWord_1148623_9_1704852756465","7","0","mouse","1","0"
"108343","109138","9","2024-01-10 10:11","2024-01-10 10:12","72029","1704852756465","engWord_1148623_9_1704852756465","8","0","gray","1","0"
"108343","109139","9","2024-01-10 10:11","2024-01-10 10:12","72029","1704852756465","engWord_1148623_9_1704852756465","9","1","turtle","0","1"
"108343","109140","9","2024-01-10 10:11","2024-01-10 10:12","72029","1704852756465","engWord_1148623_9_1704852756465","10","1","horse","0","1"
"128878","109141","1","2024-01-10 10:11","2024-01-10 10:12","32382","1704852727844","engWord_1148631_1_1704852727844","1","1","I","0","1"
"128878","109142","1","2024-01-10 10:11","2024-01-10 10:12","32382","1704852727844","engWord_1148631_1_1704852727844","2","1","those","0","1"
"128878","109143","1","2024-01-10 10:11","2024-01-10 10:12","32382","1704852727844","engWord_1148631_1_1704852727844","3","1","are","0","1"
"128878","109144","1","2024-01-10 10:11","2024-01-10 10:12","32382","1704852727844","engWord_1148631_1_1704852727844","4","1","we","0","1"
"128878","109145","1","2024-01-10 10:11","2024-01-10 10:12","32382","1704852727844","engWord_1148631_1_1704852727844","5","1","these","0","1"
"128878","109146","1","2024-01-10 10:11","2024-01-10 10:12","32382","1704852727844","engWord_1148631_1_1704852727844","6","1","yes","0","1"
"128878","109147","1","2024-01-10 10:11","2024-01-10 10:12","32382","1704852727844","engWord_1148631_1_1704852727844","7","1","that","0","1"
"128878","109148","1","2024-01-10 10:11","2024-01-10 10:12","32382","1704852727844","engWord_1148631_1_1704852727844","8","1","she","0","1"
"128878","109149","1","2024-01-10 10:11","2024-01-10 10:12","32382","1704852727844","engWord_1148631_1_1704852727844","9","1","this","0","1"
"128878","109150","1","2024-01-10 10:11","2024-01-10 10:12","32382","1704852727844","engWord_1148631_1_1704852727844","10","1","a","0","1"
"232372","109151","3","2024-01-10 10:10","2024-01-10 10:11","53882","1704852696762","engWord_1148625_3_1704852696762","1","0","four","1","0"
"232372","109152","3","2024-01-10 10:10","2024-01-10 10:11","53882","1704852696762","engWord_1148625_3_1704852696762","2","0","when","1","0"
"232372","109153","3","2024-01-10 10:10","2024-01-10 10:11","53882","1704852696762","engWord_1148625_3_1704852696762","3","0","two","1","0"
"232372","109154","3","2024-01-10 10:10","2024-01-10 10:11","53882","1704852696762","engWord_1148625_3_1704852696762","4","1","six","0","1"
"232372","109155","3","2024-01-10 10:10","2024-01-10 10:11","53882","1704852696762","engWord_1148625_3_1704852696762","5","0","which","1","0"
"232372","109156","3","2024-01-10 10:10","2024-01-10 10:11","53882","1704852696762","engWord_1148625_3_1704852696762","6","0","whose","1","0"
"232372","109157","3","2024-01-10 10:10","2024-01-10 10:11","53882","1704852696762","engWord_1148625_3_1704852696762","7","0","five","1","0"
"232372","109158","3","2024-01-10 10:10","2024-01-10 10:11","53882","1704852696762","engWord_1148625_3_1704852696762","8","0","one","1","0"
"232372","109159","3","2024-01-10 10:10","2024-01-10 10:11","53882","1704852696762","engWord_1148625_3_1704852696762","9","0","what","1","0"
"232372","109160","3","2024-01-10 10:10","2024-01-10 10:11","53882","1704852696762","engWord_1148625_3_1704852696762","10","0","nine","1","0"
"108343","109161","9","2024-01-10 10:09","2024-01-10 10:11","84936","1704852678650","engWord_1148623_9_1704852678650","1","0","hen","1","0"
"108343","109162","9","2024-01-10 10:09","2024-01-10 10:11","84936","1704852678650","engWord_1148623_9_1704852678650","2","0","mouse","1","0"
"108343","109163","9","2024-01-10 10:09","2024-01-10 10:11","84936","1704852678650","engWord_1148623_9_1704852678650","3","0","purple","1","0"
"108343","109164","9","2024-01-10 10:09","2024-01-10 10:11","84936","1704852678650","engWord_1148623_9_1704852678650","4","1","blue","0","1"
"108343","109165","9","2024-01-10 10:09","2024-01-10 10:11","84936","1704852678650","engWord_1148623_9_1704852678650","5","1","red","0","1"
"108343","109166","9","2024-01-10 10:09","2024-01-10 10:11","84936","1704852678650","engWord_1148623_9_1704852678650","6","0","brown","1","0"
"108343","109167","9","2024-01-10 10:09","2024-01-10 10:11","84936","1704852678650","engWord_1148623_9_1704852678650","7","1","horse","0","1"
"108343","109168","9","2024-01-10 10:09","2024-01-10 10:11","84936","1704852678650","engWord_1148623_9_1704852678650","8","0","puppy","1","0"
"108343","109169","9","2024-01-10 10:09","2024-01-10 10:11","84936","1704852678650","engWord_1148623_9_1704852678650","9","1","green","0","1"
"108343","109170","9","2024-01-10 10:09","2024-01-10 10:11","84936","1704852678650","engWord_1148623_9_1704852678650","10","1","elephant","0","1"
"128878","109181","1","2024-01-10 10:10","2024-01-10 10:11","33725","1704852663414","engWord_1148631_1_1704852663414","1","1","yes","0","1"
"128878","109182","1","2024-01-10 10:10","2024-01-10 10:11","33725","1704852663414","engWord_1148631_1_1704852663414","2","1","this","0","1"
"128878","109183","1","2024-01-10 10:10","2024-01-10 10:11","33725","1704852663414","engWord_1148631_1_1704852663414","3","1","an","0","1"
"128878","109184","1","2024-01-10 10:10","2024-01-10 10:11","33725","1704852663414","engWord_1148631_1_1704852663414","4","1","he","0","1"
"128878","109185","1","2024-01-10 10:10","2024-01-10 10:11","33725","1704852663414","engWord_1148631_1_1704852663414","5","1","it","0","1"
"128878","109186","1","2024-01-10 10:10","2024-01-10 10:11","33725","1704852663414","engWord_1148631_1_1704852663414","6","1","be","0","1"
"128878","109187","1","2024-01-10 10:10","2024-01-10 10:11","33725","1704852663414","engWord_1148631_1_1704852663414","7","1","are","0","1"
"128878","109188","1","2024-01-10 10:10","2024-01-10 10:11","33725","1704852663414","engWord_1148631_1_1704852663414","8","1","they","0","1"
"128878","109189","1","2024-01-10 10:10","2024-01-10 10:11","33725","1704852663414","engWord_1148631_1_1704852663414","9","0","she","1","0"
"128878","109190","1","2024-01-10 10:10","2024-01-10 10:11","33725","1704852663414","engWord_1148631_1_1704852663414","10","1","those","0","1"
"128878","109191","3","2024-01-10 10:08","2024-01-10 10:10","83658","1704852616054","engWord_1148631_3_1704852616054","1","1","what","0","1"
"128878","109192","3","2024-01-10 10:08","2024-01-10 10:10","83658","1704852616054","engWord_1148631_3_1704852616054","2","0","which","1","0"
"128878","109193","3","2024-01-10 10:08","2024-01-10 10:10","83658","1704852616054","engWord_1148631_3_1704852616054","3","1","three","0","1"
"128878","109194","3","2024-01-10 10:08","2024-01-10 10:10","83658","1704852616054","engWord_1148631_3_1704852616054","4","0","eight","1","0"
