"user_sn","review_sn","indicator_name","subject_name","video_name","video_len","start_timestamp","start_time","end_timestamp","end_time","finish_rate"
"307570","98155945","物體速度越快動能越大","自然108","INa-Ⅲ-7-01","374.080","307.30","2024-01-03 07:56:06","374.10","2024-01-03 07:57:17","100"
"11303","98156835","力的大小可由物體的改變測量得知","自然108","INc-Ⅲ-5-02","193.152","143.60","2024-01-03 07:58:43","193.14","2024-01-03 07:59:49","100"
"46696","98157283","力的測量記錄與判讀","自然108","INc-Ⅲ-1-02","463.664","38.76","2024-01-03 07:59:48","463.63","2024-01-03 08:07:16","100"
"11303","98157929","力的平衡與判斷","自然108","INc-Ⅲ-5-03","186.496","0.00","2024-01-03 08:01:30","186.47","2024-01-03 08:04:51","100"
"11303","98159756","力的大小可由物體的改變程度得知","自然108","INc-Ⅲ-5-01","339.640","117.45","2024-01-03 08:05:54","139.00","2024-01-03 08:06:19","41"
"272527","98176222","摩擦力會影響物體運動的情形","自然108","INb-Ⅲ-3-01","157.760","29.06","2024-01-03 08:33:27","157.74","2024-01-03 08:35:59","100"
"272527","98177531","不同物質的表面，產生的摩擦力不同","自然108","INb-Ⅲ-3-02","277.312","13.05","2024-01-03 08:36:14","13.52","2024-01-03 08:36:20","5"
"272527","98177578","不同物質的表面，產生的摩擦力不同","自然108","INb-Ⅲ-3-02","277.312","13.52","2024-01-03 08:36:22","277.29","2024-01-03 08:41:04","100"
"307570","98178712","力的測量記錄與判讀","自然108","INc-Ⅲ-1-02","463.664","112.53","2024-01-03 08:39:21","463.63","2024-01-03 09:15:06","100"
"11303","98195089","力的大小可由物體的改變程度得知","自然108","INc-Ⅲ-5-01","339.640","139.00","2024-01-03 09:17:52","339.61","2024-01-03 10:04:45","100"
"221236","98220957","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-03 10:34:09","58.22","2024-01-03 10:35:21","20"
"106735","98221109","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-03 10:35:01","20.86","2024-01-03 10:35:25","7"
"62947","98221806","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-03 10:38:32","49.64","2024-01-03 10:39:24","17"
"20034","98222124","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-03 10:39:36","187.02","2024-01-03 11:13:35","64"
"62947","98222455","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","49.64","2024-01-03 10:40:49","99.30","2024-01-03 10:41:43","34"
"122299","98222548","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-03 10:41:06","140.90","2024-01-03 10:55:38","48"
"221236","98222552","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","58.22","2024-01-03 10:41:06","293.67","2024-01-03 10:46:05","100"
"106735","98223663","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","20.86","2024-01-03 10:43:38","293.67","2024-01-03 10:48:37","100"
"212767","98224509","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-03 10:45:41","293.67","2024-01-03 10:50:43","100"
"11303","98224754","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-03 10:46:12","293.67","2024-01-03 10:52:22","100"
"42415","98225009","力的測量記錄與判讀","自然108","INc-Ⅲ-1-02","463.664","0.00","2024-01-03 10:46:39","39.70","2024-01-03 10:47:22","9"
"272527","98225427","測量力的工具和方法","自然108","INc-Ⅲ-1-01","225.726","0.00","2024-01-03 10:47:30","225.69","2024-01-03 10:51:26","100"
"11303","98228267"," 不同形式的能量可以相互轉換，但總量不變","自然108","INa-Ⅲ-5-01","435.809","223.50","2024-01-03 10:52:42","435.81","2024-01-03 10:56:18","100"
"272527","98230630","力的測量記錄與判讀","自然108","INc-Ⅲ-1-02","463.664","0.00","2024-01-03 10:56:24","0.03","2024-01-03 10:56:27","0"
"272527","98230757","力的測量記錄與判讀","自然108","INc-Ⅲ-1-02","463.664","0.00","2024-01-03 10:56:36","276.68","2024-01-03 11:01:20","60"
"23250","98276551","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-03 16:37:44","293.67","2024-01-03 17:01:29","100"
"108139","98551750","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-05 08:01:24","14.02","2024-01-05 08:01:42","5"
"42415","98551776","力的測量記錄與判讀","自然108","INc-Ⅲ-1-02","463.664","39.70","2024-01-05 08:01:28","291.58","2024-01-05 11:53:32","63"
"13328","98551939","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-05 08:01:57","293.67","2024-01-05 08:07:04","100"
"122299","98552433","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","140.90","2024-01-05 08:03:20","281.53","2024-01-05 08:10:48","96"
"13328","98552742","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","119.62","2024-01-05 08:04:07","131.79","2024-01-05 08:04:25","45"
"62947","98553276","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","99.30","2024-01-05 08:05:37","151.80","2024-01-05 08:06:37","52"
"108139","98553562","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","14.02","2024-01-05 08:06:13","24.00","2024-01-05 11:12:02","8"
"13328","98553959","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","131.79","2024-01-05 08:07:05","293.67","2024-01-05 08:09:19","100"
"250399","98572239","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-05 08:36:24","184.52","2024-01-05 08:40:41","63"
"286321","98670227","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-05 13:20:19","293.70","2024-01-05 13:26:00","100"
"108139","98682686","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","24.00","2024-01-05 14:08:58","24.00","2024-01-05 14:09:01","8"
"20034","98727980","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","118.24","2024-01-05 16:38:34","293.67","2024-01-05 17:06:30","100"
"122299","98752655","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","176.45","2024-01-05 20:57:06","293.67","2024-01-05 21:08:48","100"
"62947","98836654","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","151.80","2024-01-07 10:33:55","293.67","2024-01-07 10:37:02","100"
"108139","98881957","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","24.00","2024-01-07 19:42:52","32.99","2024-01-07 19:43:05","11"
"108139","98882539","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","32.99","2024-01-07 19:47:45","54.44","2024-01-07 19:48:21","19"
"108139","98882625","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","54.44","2024-01-07 19:48:30","293.67","2024-01-07 19:57:55","100"
"108139","98883715","物體速度越快動能越大","自然108","INa-Ⅲ-7-01","374.080","0.00","2024-01-07 19:58:39","281.73","2024-01-07 20:05:45","75"
"212767","99010478","力的測量記錄與判讀","自然108","INc-Ⅲ-1-02","463.664","63.91","2024-01-08 13:42:38","211.80","2024-01-08 14:36:35","46"
"272527","99015451","力的測量記錄與判讀","自然108","INc-Ⅲ-1-02","463.664","276.68","2024-01-08 13:54:13","463.63","2024-01-08 13:57:34","100"
"272527","99015767","彈簧在生活中的應用","自然108","INc-Ⅲ-1-03","388.864","0.00","2024-01-08 13:54:55","388.84","2024-01-08 14:09:17","100"
"272527","99029791","物體速度越快動能越大","自然108","INa-Ⅲ-7-01","374.080","0.00","2024-01-08 14:46:25","168.97","2024-01-08 14:49:28","45"
"272527","99029922","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-08 14:46:42","162.65","2024-01-08 14:49:27","55"
"200920","99064559","字音[五]/本音1","國語文108","字音[五]/本音1","91.300","0.00","2024-01-08 16:31:14","91.30","2024-01-08 16:32:51","100"
"200920","99066044","字音[五]/本音2","國語文108","字音[五]/本音2","102.144","0.00","2024-01-08 16:34:11","102.12","2024-01-08 16:35:57","100"
"200920","99067134","字義[五]/字義1","國語文108","字義[五]/本義","71.600","0.00","2024-01-08 16:36:53","71.60","2024-01-08 16:38:08","100"
"200920","99068233","字義[五]/字義2","國語文108","字義[五]/語境義","107.533","0.00","2024-01-08 16:39:38","107.53","2024-01-08 16:41:28","100"
"307570","99219252","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","0.00","2024-01-09 12:50:52","98.34","2024-01-09 13:14:46","34"
"272527","99220010","物體速度越快動能越大","自然108","INa-Ⅲ-7-01","374.080","168.97","2024-01-09 12:52:46","374.07","2024-01-09 12:56:14","100"
"307570","99256519","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","98.34","2024-01-09 14:26:42","180.21","2024-01-09 14:28:29","61"
"272527","99257848","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","162.65","2024-01-09 14:30:13","293.67","2024-01-09 14:55:43","100"
"20034","99259743","認識並計算長方體的表面積。","數學108","video:S-5-5-S03","425.640","0.00","2024-01-09 14:33:42","75.05","2024-01-09 14:35:07","18"
"20034","99264515","能解決時刻與時間量的加減問題。","數學108","video:N-4-13-S04","730.987","0.00","2024-01-09 14:42:38","67.63","2024-01-09 14:46:21","9"
"272527","99444510","酸鹼可以用來解決生活中的問題  ","自然108","INe-Ⅲ-5-07","333.440","108.62","2024-01-10 09:08:26","333.42","2024-01-10 09:12:43","100"
"250399","99535651","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","184.52","2024-01-10 18:34:38","293.70","2024-01-10 18:36:32","100"
"272527","99560630","生活中許多工具是利用凸透鏡原理","自然108","INe-Ⅲ-8-04","347.835","338.00","2024-01-11 00:05:04","347.84","2024-01-11 00:05:23","100"
"272527","99560637","自製酸鹼指示劑(含花青素植物、紫色高麗菜","自然108","INe-Ⅲ-5-05","337.344","0.00","2024-01-11 00:05:42","337.37","2024-01-11 00:16:26","100"
"272527","99560763","自製酸鹼指示劑(蝶豆花)","自然108","INe-Ⅲ-5-06","290.112","0.00","2024-01-11 00:24:02","290.13","2024-01-11 00:37:32","100"
"272527","99560852","用石蕊試紙檢驗水溶液的酸鹼性","自然108","INe-Ⅲ-5-04","320.362","0.00","2024-01-11 00:57:28","0.07","2024-01-11 01:00:19","0"
"272527","99560856","用石蕊試紙檢驗水溶液的酸鹼性","自然108","INe-Ⅲ-5-04","320.362","0.00","2024-01-11 01:00:20","5.87","2024-01-11 01:00:33","2"
"272527","99560859","用石蕊試紙檢驗水溶液的酸鹼性","自然108","INe-Ⅲ-5-04","320.362","5.53","2024-01-11 01:01:18","320.36","2024-01-11 01:06:46","100"
"23250","99955367","物體速度越快動能越大","自然108","INa-Ⅲ-7-01","374.080","0.00","2024-01-13 15:07:37","156.71","2024-01-13 15:10:11","42"
"212767","100082227","力的測量記錄與判讀","自然108","INc-Ⅲ-1-02","463.664","211.80","2024-01-15 10:05:25","463.63","2024-01-15 10:09:41","100"
"307570","100154303","物體不接觸也可以有力的作用","自然108","INd-Ⅲ-13-01","293.760","180.21","2024-01-15 13:49:43","293.72","2024-01-15 13:51:41","100"
"243283","100202316","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:46:55","298.90","2024-01-15 15:54:25","70"
"223594","100202569","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:47:48","134.37","2024-01-15 15:54:25","32"
"65038","100202837","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:48:54","196.05","2024-01-15 15:53:03","46"
"313897","100202944","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:49:16","167.47","2024-01-15 15:54:17","39"
"38614","100202954","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:49:19","116.41","2024-01-15 15:53:59","27"
"49363","100202964","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:49:20","183.82","2024-01-15 15:53:13","43"
"54952","100202971","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:49:21","52.78","2024-01-15 15:53:13","12"
"314389","100203079","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:49:50","187.35","2024-01-15 15:53:15","44"
"112627","100203103","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:49:55","68.28","2024-01-15 15:55:47","16"
"201286","100203129","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:50:00","110.74","2024-01-15 15:55:56","26"
"162052","100203134","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:50:01","206.21","2024-01-15 15:54:25","49"
"200920","100203159","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:50:06","134.23","2024-01-15 15:53:29","32"
"106042","100203233","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:50:24","107.49","2024-01-15 15:53:59","25"
"14503","100203244","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:50:27","132.26","2024-01-15 15:54:36","31"
"260818","100203276","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:50:35","153.65","2024-01-15 15:54:26","36"
"122416","100203295","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:50:42","17.31","2024-01-15 15:55:48","4"
"15995","100203300","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:50:43","148.83","2024-01-15 15:54:10","35"
"255091","100203396","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:51:12","50.87","2024-01-15 15:54:51","12"
"288079","100203540","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:51:59","369.88","2024-01-15 15:58:45","87"
"269746","100203563","[同5-s-07-S03]認識並計算長方體的表面積。","數學","video:5-n-20-S03","425.6","0.00","2024-01-15 15:52:07","25.49","2024-01-15 15:54:35","6"
"201286","100204285","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:06","200.13","2024-01-15 16:03:23","100"
"54952","100204287","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:07","200.13","2024-01-15 16:01:10","100"
"243283","100204289","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:08","200.13","2024-01-15 16:00:08","100"
"255091","100204290","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:09","171.00","2024-01-15 16:05:37","85"
"260818","100204291","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:09","200.13","2024-01-15 16:01:11","100"
"314389","100204293","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:10","200.13","2024-01-15 16:00:45","100"
"112627","100204297","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:11","200.13","2024-01-15 16:02:36","100"
"313897","100204300","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:14","200.13","2024-01-15 16:01:30","100"
"269746","100204302","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:17","200.13","2024-01-15 16:03:43","100"
"223594","100204305","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:19","200.13","2024-01-15 16:03:01","100"
"38614","100204310","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:21","200.13","2024-01-15 16:03:24","100"
"162052","100204313","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:22","200.13","2024-01-15 16:01:49","100"
"14503","100204314","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:23","178.40","2024-01-15 16:03:54","89"
"122416","100204316","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:23","200.13","2024-01-15 16:02:59","100"
"65038","100204319","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:24","200.13","2024-01-15 16:01:43","100"
"49363","100204325","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:56:30","200.13","2024-01-15 16:01:46","100"
"15995","100204376","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:57:12","174.86","2024-01-15 16:03:41","87"
"288079","100204506","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 15:59:05","200.13","2024-01-15 16:03:24","100"
"201286","100204705","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 16:03:25","200.13","2024-01-15 16:03:51","100"
"201286","100204726","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 16:03:56","7.32","2024-01-15 16:04:07","4"
"201286","100204734","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","7.32","2024-01-15 16:04:13","29.11","2024-01-15 16:04:34","15"
"201286","100204749","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","29.11","2024-01-15 16:04:36","200.13","2024-01-15 16:05:04","100"
"200920","100215217","字形筆畫名稱[五]/臥鉤","國語文108","字形筆畫名稱[五]/臥勾","109.248","0.00","2024-01-15 17:07:57","14.44","2024-01-15 17:15:58","13"
"200920","100217014","字形筆畫名稱[五]/臥鉤","國語文108","字形筆畫名稱[五]/臥勾","109.248","14.44","2024-01-15 17:23:40","40.94","2024-01-15 17:24:16","38"
"200920","100217141","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 17:24:56","200.08","2024-01-15 17:28:54","100"
"65038","100222090","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 18:32:18","200.12","2024-01-15 18:32:55","100"
"65038","100222137","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 18:33:03","200.12","2024-01-15 18:33:28","100"
"65038","100222218","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","0.00","2024-01-15 18:33:59","261.64","2024-01-15 18:47:04","100"
"201286","100222508","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 18:37:42","200.12","2024-01-15 18:42:57","100"
"201286","100222938","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-15 18:43:04","33.00","2024-01-15 18:44:02","17"
"201286","100223030","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","0.00","2024-01-15 18:44:29","63.00","2024-01-15 19:12:02","24"
"65038","100223248","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","0.00","2024-01-15 18:47:07","261.64","2024-01-15 18:47:24","100"
"65038","100223274","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","0.00","2024-01-15 18:47:27","261.64","2024-01-15 18:47:41","100"
"65038","100223290","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","0.00","2024-01-15 18:47:43","261.64","2024-01-15 18:47:59","100"
"65038","100223484","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","0.00","2024-01-15 18:49:47","171.08","2024-01-15 18:56:40","65"
"201286","100227061","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","63.00","2024-01-15 19:22:25","64.27","2024-01-15 19:22:37","25"
"65038","100231302","[同5-s-07-S05]能計算簡單長方體和正方體複合形體的體積。","數學","video:5-n-20-S05","224.607","0.00","2024-01-15 19:54:39","2.53","2024-01-15 19:56:37","1"
"65038","100231621","[同5-s-07-S05]能計算簡單長方體和正方體複合形體的體積。","數學","video:5-n-20-S05","224.607","1.67","2024-01-15 19:56:48","224.58","2024-01-15 20:04:55","100"
"243283","100243562","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","0.00","2024-01-15 21:03:00","56.78","2024-01-15 21:04:29","22"
"243283","100243970","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","0.00","2024-01-15 21:05:09","261.64","2024-01-15 21:14:05","100"
"243283","100245704","[同5-s-07-S05]能計算簡單長方體和正方體複合形體的體積。","數學","video:5-n-20-S05","224.607","0.00","2024-01-15 21:14:29","224.58","2024-01-15 21:24:11","100"
"54952","100259801","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","0.00","2024-01-16 06:16:34","261.67","2024-01-16 06:28:06","100"
"54952","100259901","[同5-s-07-S05]能計算簡單長方體和正方體複合形體的體積。","數學","video:5-n-20-S05","224.607","0.00","2024-01-16 06:33:20","17.36","2024-01-16 06:33:52","8"
"54952","100259919","[同5-s-07-S05]能計算簡單長方體和正方體複合形體的體積。","數學","video:5-n-20-S05","224.607","0.00","2024-01-16 06:37:21","89.48","2024-01-16 06:40:57","40"
"38614","100261110","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-16 07:43:15","200.13","2024-01-16 07:47:15","100"
"49363","100261130","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-16 07:43:35","9.63","2024-01-16 07:43:48","5"
"49363","100261165","認識立方公尺，知道1立方公尺＝1000000立方公分。","數學","video:5-n-19-S01","141.28","0.00","2024-01-16 07:44:00","9.63","2024-01-16 07:44:15","7"
"49363","100261191","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","9.63","2024-01-16 07:44:19","86.21","2024-01-16 07:48:05","43"
"38614","100261389","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","0.00","2024-01-16 07:47:26","261.67","2024-01-16 08:00:18","100"
"15995","100261390","認識立方公尺，知道1立方公尺＝1000000立方公分。","數學","video:5-n-19-S01","141.28","0.00","2024-01-16 07:47:26","141.29","2024-01-16 08:08:50","100"
"49363","100261465","認識立方公尺，知道1立方公尺＝1000000立方公分。","數學","video:5-n-19-S01","141.28","9.63","2024-01-16 07:48:23","141.29","2024-01-16 07:55:15","100"
"223594","100262579","[同5-s-07-S02]能理解正方體體積計算公式。","數學","video:5-n-20-S02","261.666","0.00","2024-01-16 07:58:48","261.67","2024-01-16 08:07:52","100"
"49363","100262750","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","0.00","2024-01-16 07:59:59","128.80","2024-01-16 08:03:14","64"
"38614","100262831","[同5-s-07-S05]能計算簡單長方體和正方體複合形體的體積。","數學","video:5-n-20-S05","224.607","0.00","2024-01-16 08:00:29","224.61","2024-01-16 08:08:10","100"
"49363","100263604","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","128.80","2024-01-16 08:05:04","133.40","2024-01-16 08:05:18","67"
"49363","100264001","[同5-s-07-S01]能理解長方體體積計算公式。","數學","video:5-n-20-S01","200.133","133.40","2024-01-16 08:06:56","200.13","2024-01-16 08:08:29","100"
